Tiempo_min,Voltaje_V,Corriente_A,mAh_Consumidos


175.54,6.77,0.81,2242.64


175.55,6.74,0.91,2242.89


175.57,6.77,0.70,2243.09


175.59,6.77,0.73,2243.30


175.60,6.79,0.75,2243.51


175.62,6.76,0.94,2243.77


175.64,6.76,0.70,2243.97


175.65,6.76,0.94,2244.24


175.67,6.77,0.81,2244.46


175.69,6.74,0.67,2244.65


175.71,6.76,0.81,2244.88


175.72,6.76,0.78,2245.10


175.74,6.76,0.75,2245.31


175.76,6.77,0.75,2245.53


175.77,6.75,0.73,2245.73


175.79,6.76,0.81,2245.96


175.81,6.75,0.73,2246.16


175.82,6.75,0.83,2246.40


175.84,6.76,0.65,2246.58


175.86,6.74,0.65,2246.76


175.87,6.76,0.75,2246.98


175.89,6.76,0.67,2247.17


175.91,6.76,0.75,2247.38


175.93,6.74,0.70,2247.58


175.94,6.76,0.67,2247.77


175.96,6.76,0.94,2248.03


175.98,6.75,0.86,2248.28


175.99,6.72,0.67,2248.47


176.01,6.78,0.70,2248.66


176.03,6.75,0.81,2248.89


176.04,6.75,0.83,2249.13


176.06,6.75,0.70,2249.32


176.08,6.76,0.75,2249.54


176.09,6.77,0.62,2249.71


176.11,6.74,0.70,2249.91


176.13,6.77,0.65,2250.09


176.15,6.77,0.67,2250.28


176.16,6.76,0.75,2250.49


176.18,6.77,0.62,2250.67


176.20,6.75,0.75,2250.88


176.21,6.77,0.73,2251.09


176.23,6.74,0.81,2251.31


176.25,6.73,0.83,2251.55


176.26,6.74,0.86,2251.79


176.28,6.74,0.83,2252.03


176.30,6.76,0.83,2252.26


176.31,6.77,0.70,2252.46


176.33,6.75,0.70,2252.66


176.35,6.75,0.54,2252.81


176.37,6.77,0.70,2253.01


176.38,6.75,0.83,2253.24


176.40,6.76,0.67,2253.43


176.42,6.76,0.62,2253.61


176.43,6.76,0.78,2253.83


176.45,6.76,0.73,2254.03


176.47,6.75,0.73,2254.24


176.48,6.78,0.81,2254.47


176.50,6.77,0.86,2254.71


176.52,6.76,0.75,2254.92


176.53,6.76,0.81,2255.15


176.55,6.75,0.67,2255.34


176.57,6.75,0.78,2255.56


176.59,6.75,0.73,2255.76


176.60,6.74,0.81,2255.99


176.62,6.75,0.75,2256.20


176.64,6.74,0.62,2256.38


176.65,6.76,0.78,2256.60


176.67,6.76,0.75,2256.81


176.69,6.76,0.70,2257.01


176.70,6.76,0.78,2257.23


176.72,6.74,0.73,2257.43


176.74,6.75,0.75,2257.65


176.75,6.75,0.81,2257.88


176.77,6.74,0.73,2258.08


176.79,6.75,0.81,2258.31


176.81,6.74,0.73,2258.51


176.82,6.76,0.73,2258.72


176.84,6.77,0.81,2258.95


176.86,6.75,0.65,2259.13


176.87,6.76,0.78,2259.35


176.89,6.74,0.65,2259.53


176.91,6.77,0.60,2259.70


176.92,6.74,0.81,2259.93


176.94,6.73,0.75,2260.14


176.96,6.75,0.70,2260.34


176.98,6.75,0.73,2260.54


176.99,6.75,0.83,2260.78


177.01,6.75,0.89,2261.03


177.03,6.74,0.49,2261.16


177.04,6.74,0.67,2261.35


177.06,6.75,0.57,2261.52


177.08,6.74,0.70,2261.71


177.09,6.73,0.75,2261.93


177.11,6.76,0.70,2262.12


177.13,6.76,0.78,2262.34


177.14,6.76,0.73,2262.55


177.16,6.76,0.89,2262.80


177.18,6.75,0.70,2263.00


177.20,6.75,0.65,2263.18


177.21,6.77,0.67,2263.37


177.23,6.74,0.86,2263.61


177.25,6.74,0.65,2263.79


177.26,6.75,0.73,2264.00


177.28,6.74,0.65,2264.18


177.30,6.74,0.86,2264.42


177.31,6.75,0.70,2264.62


177.33,6.74,0.83,2264.86


177.35,6.75,0.67,2265.05


177.36,6.75,0.75,2265.26


177.38,6.73,0.75,2265.47


177.40,6.75,0.83,2265.71


177.42,6.76,0.78,2265.93


177.43,6.74,0.78,2266.15


177.45,6.74,0.65,2266.33


177.47,6.76,0.75,2266.54


177.48,6.76,0.73,2266.75


177.50,6.74,0.60,2266.92


177.52,6.75,0.78,2267.14


177.53,6.75,0.73,2267.34


177.55,6.73,0.89,2267.59


177.57,6.75,0.73,2267.80


177.58,6.74,0.67,2267.99


177.60,6.76,0.70,2268.18


177.62,6.74,0.65,2268.37


177.64,6.75,0.81,2268.59


177.65,6.76,0.73,2268.80


177.67,6.75,0.78,2269.02


177.69,6.74,0.62,2269.19


177.70,6.74,0.78,2269.41


177.72,6.76,0.73,2269.62


177.74,6.77,0.78,2269.84


177.75,6.75,0.75,2270.05


177.77,6.75,0.73,2270.26


177.79,6.74,0.91,2270.51


177.80,6.75,0.67,2270.70


177.82,6.74,0.67,2270.90


177.84,6.73,0.81,2271.12


177.86,6.72,0.73,2271.33


177.87,6.75,0.75,2271.54


177.89,6.74,0.73,2271.75


177.91,6.75,0.73,2271.95


177.92,6.75,0.65,2272.13


177.94,6.74,0.75,2272.35


177.96,6.74,0.86,2272.59


177.97,6.73,0.78,2272.81


177.99,6.74,0.70,2273.01


178.01,6.75,0.81,2273.23


178.02,6.76,0.65,2273.42


178.04,6.74,0.65,2273.60


178.06,6.75,0.52,2273.75


178.08,6.73,0.75,2273.96


178.09,6.72,0.91,2274.22


178.11,6.74,0.62,2274.39


178.13,6.74,0.78,2274.61


178.14,6.74,0.81,2274.84


178.16,6.74,0.70,2275.04


178.18,6.72,0.62,2275.21


178.19,6.76,0.70,2275.41


178.21,6.74,0.75,2275.62


178.23,6.75,0.75,2275.83


178.24,6.72,0.67,2276.02


178.26,6.73,0.73,2276.23


178.28,6.74,0.75,2276.44


178.30,6.74,0.75,2276.65


178.31,6.74,0.70,2276.85


178.33,6.75,0.86,2277.09


178.35,6.76,0.75,2277.31


178.36,6.74,0.75,2277.52


178.38,6.74,0.65,2277.70


178.40,6.74,0.75,2277.91


178.41,6.75,0.73,2278.12


178.43,6.74,0.81,2278.35


178.45,6.73,0.83,2278.58


178.46,6.76,0.83,2278.82


178.48,6.76,0.57,2278.98


178.50,6.73,0.67,2279.17


178.52,6.76,0.65,2279.35


178.53,6.74,0.81,2279.58


178.55,6.75,0.86,2279.82


178.57,6.72,0.89,2280.07


178.58,6.74,0.78,2280.29


178.60,6.76,0.78,2280.51


178.62,6.75,0.81,2280.74


178.63,6.74,0.89,2280.99


178.65,6.73,0.73,2281.19


178.67,6.73,0.73,2281.40


178.68,6.76,0.65,2281.58


178.70,6.75,0.75,2281.79


178.72,6.75,0.67,2281.98


178.74,6.73,0.75,2282.20


178.75,6.76,0.65,2282.38


178.77,6.75,0.75,2282.59


178.79,6.72,0.67,2282.78


178.80,6.75,0.81,2283.01


178.82,6.75,0.65,2283.19


178.84,6.76,0.89,2283.44


178.85,6.77,0.62,2283.62


178.87,6.74,0.81,2283.84


178.89,6.73,0.60,2284.01


178.90,6.74,0.78,2284.23


178.92,6.73,0.73,2284.44


178.94,6.72,0.78,2284.66


178.96,6.74,0.73,2284.86


178.97,6.76,0.89,2285.11


178.99,6.73,0.89,2285.36


179.01,6.74,0.81,2285.59


179.02,6.73,0.70,2285.79


179.04,6.75,0.86,2286.03


179.06,6.74,0.75,2286.24


179.07,6.76,0.67,2286.43


179.09,6.72,0.75,2286.65


179.11,6.72,0.62,2286.82


179.12,6.74,0.75,2287.03


179.14,6.74,0.65,2287.22


179.16,6.74,0.65,2287.40


179.18,6.75,0.62,2287.57


179.19,6.75,0.70,2287.77


179.21,6.74,0.70,2287.97


179.23,6.73,0.78,2288.19


179.24,6.74,0.62,2288.37


179.26,6.75,0.78,2288.59


179.28,6.72,0.62,2288.76


179.29,6.73,0.78,2288.98


179.31,6.74,0.60,2289.15


179.33,6.75,0.73,2289.35


179.34,6.75,0.62,2289.53


179.36,6.74,0.62,2289.70


179.38,6.72,0.67,2289.90


179.40,6.75,0.67,2290.09


179.41,6.71,0.78,2290.31


179.43,6.74,0.70,2290.50


179.45,6.75,0.81,2290.73


179.46,6.73,0.73,2290.94


179.48,6.73,0.70,2291.13


179.50,6.72,0.81,2291.36


179.51,6.73,0.73,2291.57


179.53,6.74,0.70,2291.76


179.55,6.75,0.73,2291.97


179.56,6.74,0.75,2292.18


179.58,6.74,0.78,2292.40


179.60,6.73,0.65,2292.58


179.62,6.74,0.73,2292.79


179.63,6.74,0.57,2292.95


179.65,6.73,0.83,2293.18


179.67,6.72,0.96,2293.46


179.68,6.72,0.94,2293.72


179.70,6.72,1.02,2294.01


179.72,6.72,0.60,2294.18


179.73,6.74,0.62,2294.35


179.75,6.74,0.89,2294.60


179.77,6.72,0.67,2294.79


179.78,6.73,0.75,2295.00


179.80,6.73,0.57,2295.16


179.82,6.72,0.73,2295.37


179.84,6.73,0.67,2295.56


179.85,6.72,0.78,2295.78


179.87,6.72,0.81,2296.01


179.89,6.71,0.70,2296.21


179.90,6.72,0.70,2296.40


179.92,6.74,0.73,2296.61


179.94,6.72,0.54,2296.76


179.95,6.74,0.81,2296.99


179.97,6.71,0.78,2297.21


179.99,6.73,0.52,2297.35


180.00,6.74,0.67,2297.54


180.02,6.72,0.83,2297.78


180.04,6.73,0.81,2298.01


180.06,6.73,0.83,2298.24


180.07,6.74,0.65,2298.42


180.09,6.72,0.86,2298.67


180.11,6.73,0.62,2298.84


180.12,6.73,0.73,2299.05


180.14,6.74,0.75,2299.26


180.16,6.75,0.83,2299.50


180.17,6.72,0.83,2299.73


180.19,6.73,0.81,2299.96


180.21,6.72,0.94,2300.22


180.22,6.73,0.60,2300.39


180.24,6.73,0.75,2300.60


180.26,6.73,0.67,2300.79


180.28,6.72,0.73,2301.00


180.29,6.71,0.89,2301.25


180.31,6.72,0.78,2301.47


180.33,6.72,0.70,2301.67


180.34,6.73,0.81,2301.89


180.36,6.74,0.65,2302.08


180.38,6.71,0.67,2302.27


180.39,6.74,0.86,2302.51


180.41,6.72,0.78,2302.73


180.43,6.71,0.78,2302.95


180.44,6.74,0.94,2303.21


180.46,6.72,0.89,2303.46


180.48,6.74,0.73,2303.67


180.50,6.71,0.83,2303.90


180.51,6.73,0.78,2304.12


180.53,6.74,0.67,2304.31


180.55,6.73,0.70,2304.51


180.56,6.74,0.67,2304.70


180.58,6.74,0.67,2304.89


180.60,6.74,0.81,2305.12


180.61,6.71,0.75,2305.33


180.63,6.74,0.60,2305.50


180.65,6.71,0.94,2305.76


180.66,6.71,0.78,2305.99


180.68,6.74,0.86,2306.23


180.70,6.74,0.81,2306.45


180.72,6.72,0.78,2306.68


180.73,6.74,0.94,2306.94


180.75,6.72,0.73,2307.14


180.77,6.72,0.78,2307.36


180.78,6.73,0.67,2307.56


180.80,6.73,0.91,2307.81


180.82,6.74,0.65,2308.00


180.83,6.72,0.57,2308.16


180.85,6.72,0.73,2308.36


180.87,6.72,0.73,2308.57


180.88,6.72,0.65,2308.75


180.90,6.72,0.73,2308.95


180.92,6.72,0.67,2309.14


180.94,6.75,0.73,2309.35


180.95,6.73,0.73,2309.55


180.97,6.73,0.57,2309.71


180.99,6.70,0.65,2309.90


181.00,6.72,0.83,2310.13


181.02,6.72,0.65,2310.32


181.04,6.70,0.75,2310.53


181.05,6.73,0.91,2310.79


181.07,6.74,0.67,2310.98


181.09,6.72,0.81,2311.20


181.10,6.73,0.67,2311.39


181.12,6.70,0.81,2311.62


181.14,6.72,0.83,2311.86


181.16,6.72,0.70,2312.05


181.17,6.72,0.83,2312.29


181.19,6.75,0.86,2312.53


181.21,6.72,0.78,2312.75


181.22,6.72,0.75,2312.96


181.24,6.75,0.94,2313.23


181.26,6.71,0.70,2313.43


181.27,6.73,0.70,2313.62


181.29,6.74,0.73,2313.83


181.31,6.73,0.78,2314.05


181.32,6.75,0.83,2314.28


181.34,6.72,0.96,2314.56


181.36,6.71,0.78,2314.78


181.38,6.72,0.75,2314.99


181.39,6.72,0.57,2315.15


181.41,6.72,0.57,2315.31


181.43,6.74,0.89,2315.56


181.44,6.73,0.78,2315.78


181.46,6.74,0.83,2316.01


181.48,6.73,0.70,2316.21


181.49,6.72,0.67,2316.40


181.51,6.70,0.70,2316.60


181.53,6.72,0.83,2316.83


181.55,6.72,0.73,2317.04


181.56,6.74,0.65,2317.22


181.58,6.71,0.86,2317.47


181.60,6.73,0.86,2317.71


181.61,6.72,0.73,2317.91


181.63,6.73,0.65,2318.10


181.65,6.73,0.75,2318.31


181.66,6.74,0.75,2318.52


181.68,6.72,0.78,2318.74


181.70,6.74,0.81,2318.97


181.71,6.72,0.70,2319.17


181.73,6.73,0.96,2319.44


181.75,6.70,0.65,2319.62


181.77,6.72,0.83,2319.86


181.78,6.74,0.62,2320.03


181.80,6.72,0.78,2320.25


181.82,6.74,0.83,2320.49


181.83,6.74,0.70,2320.68


181.85,6.72,0.73,2320.89


181.87,6.74,0.67,2321.08


181.88,6.71,0.91,2321.34


181.90,6.73,0.83,2321.57


181.92,6.74,0.83,2321.81


181.93,6.72,0.75,2322.02


181.95,6.72,0.89,2322.27


181.97,6.72,0.75,2322.48


181.99,6.72,0.78,2322.70


182.00,6.73,0.91,2322.96


182.02,6.72,0.83,2323.20


182.04,6.70,0.78,2323.42


182.05,6.74,0.73,2323.62


182.07,6.74,0.81,2323.85


182.09,6.72,0.73,2324.05


182.10,6.71,0.83,2324.29


182.12,6.73,0.75,2324.50


182.14,6.70,0.81,2324.73


182.15,6.70,0.67,2324.92


182.17,6.70,0.75,2325.13


182.19,6.72,0.67,2325.32


182.21,6.71,0.70,2325.52


182.22,6.72,0.83,2325.75


182.24,6.72,0.65,2325.94


182.26,6.70,0.75,2326.15


182.27,6.72,0.70,2326.35


182.29,6.72,0.83,2326.58


182.31,6.72,0.67,2326.77


182.32,6.70,0.81,2327.00


182.34,6.72,0.73,2327.20


182.36,6.74,0.49,2327.34


182.37,6.71,0.70,2327.54


182.39,6.72,0.75,2327.75


182.41,6.71,0.67,2327.94


182.43,6.72,0.62,2328.12


182.44,6.70,0.62,2328.29


182.46,6.73,0.73,2328.50


182.48,6.71,0.94,2328.76


182.49,6.70,0.89,2329.01


182.51,6.71,0.81,2329.24


182.53,6.72,0.75,2329.45


182.54,6.72,0.78,2329.67


182.56,6.72,0.89,2329.92


182.58,6.72,0.96,2330.20


182.59,6.72,0.78,2330.42


182.61,6.71,0.62,2330.59


182.63,6.72,0.70,2330.79


182.65,6.69,0.83,2331.02


182.66,6.70,0.67,2331.21


182.68,6.70,0.75,2331.43


182.70,6.72,0.91,2331.68


182.71,6.71,0.81,2331.91


182.73,6.70,0.73,2332.12


182.75,6.73,0.81,2332.34


182.76,6.70,0.78,2332.56


182.78,6.70,0.81,2332.79


182.80,6.70,0.91,2333.05


182.81,6.69,0.67,2333.24


182.83,6.71,0.70,2333.44


182.85,6.72,0.70,2333.63


182.87,6.69,0.86,2333.88


182.88,6.71,0.73,2334.08


182.90,6.73,0.78,2334.30


182.92,6.70,0.65,2334.49


182.93,6.69,0.73,2334.69


182.95,6.73,0.75,2334.90


182.97,6.68,0.89,2335.15


182.98,6.71,0.94,2335.42


183.00,6.72,0.75,2335.63


183.02,6.72,0.57,2335.79


183.03,6.71,0.75,2336.00


183.05,6.69,0.99,2336.28


183.07,6.70,0.78,2336.50


183.09,6.70,0.73,2336.71


183.10,6.71,0.86,2336.95


183.12,6.70,0.75,2337.16


183.14,6.72,0.78,2337.38


183.15,6.70,0.78,2337.60


183.17,6.72,0.62,2337.78


183.19,6.72,0.75,2337.99


183.20,6.71,0.89,2338.24


183.22,6.70,0.70,2338.44


183.24,6.72,0.70,2338.64


183.25,6.71,0.67,2338.83


183.27,6.72,0.75,2339.04


183.29,6.69,0.62,2339.21


183.31,6.70,0.75,2339.43


183.32,6.70,0.62,2339.60


183.34,6.72,0.65,2339.78


183.36,6.72,0.70,2339.98


183.37,6.70,0.62,2340.16


183.39,6.70,0.65,2340.34


183.41,6.71,0.78,2340.56


183.42,6.70,0.75,2340.77


183.44,6.72,0.73,2340.98


183.46,6.72,0.73,2341.18


183.47,6.72,0.65,2341.37


183.49,6.70,0.75,2341.58


183.51,6.72,0.89,2341.83


183.53,6.70,0.81,2342.05


183.54,6.74,0.62,2342.23


183.56,6.71,0.81,2342.46


183.58,6.73,0.62,2342.63


183.59,6.70,0.78,2342.85


183.61,6.71,0.67,2343.04


183.63,6.70,0.62,2343.22


183.64,6.71,0.73,2343.42


183.66,6.70,0.78,2343.64


183.68,6.70,0.62,2343.82


183.69,6.72,0.78,2344.04


183.71,6.72,0.65,2344.22


183.73,6.70,0.70,2344.42


183.75,6.71,0.73,2344.63


183.76,6.70,0.78,2344.85


183.78,6.69,0.57,2345.01


183.80,6.70,0.67,2345.20


183.81,6.72,0.67,2345.39


183.83,6.70,0.70,2345.58


183.85,6.72,0.75,2345.80


183.86,6.70,0.81,2346.02


183.88,6.70,0.83,2346.26


183.90,6.70,0.70,2346.46


183.91,6.70,0.62,2346.63


183.93,6.70,0.70,2346.83


183.95,6.68,0.73,2347.03


183.97,6.72,0.78,2347.25


183.98,6.70,0.65,2347.44


184.00,6.70,0.78,2347.66


184.02,6.68,0.81,2347.89


184.03,6.69,0.62,2348.06


184.05,6.72,0.67,2348.25


184.07,6.72,0.65,2348.43


184.08,6.71,0.86,2348.68


184.10,6.69,0.62,2348.85


184.12,6.71,0.73,2349.06


184.13,6.72,0.75,2349.27


184.15,6.71,0.62,2349.44


184.17,6.70,0.81,2349.67


184.19,6.69,0.70,2349.87


184.20,6.71,0.78,2350.09


184.22,6.73,0.78,2350.31


184.24,6.71,0.78,2350.53


184.25,6.71,0.73,2350.73


184.27,6.70,0.81,2350.96


184.29,6.69,0.75,2351.17


184.30,6.69,0.65,2351.36


184.32,6.69,0.89,2351.61


184.34,6.70,0.75,2351.82


184.35,6.71,0.65,2352.00


184.37,6.70,0.54,2352.16


184.39,6.69,0.75,2352.37


184.41,6.69,0.91,2352.62


184.42,6.71,0.78,2352.84


184.44,6.70,0.75,2353.06


184.46,6.70,0.81,2353.28


184.47,6.70,0.86,2353.53


184.49,6.71,0.75,2353.74


184.51,6.70,0.89,2353.99


184.52,6.70,0.75,2354.20


184.54,6.69,0.83,2354.44


184.56,6.70,0.78,2354.66


184.57,6.71,0.67,2354.85


184.59,6.68,0.78,2355.07


184.61,6.70,0.83,2355.30


184.63,6.71,0.67,2355.49


184.64,6.71,0.73,2355.70


184.66,6.70,0.67,2355.89


184.68,6.70,0.78,2356.11


184.69,6.70,0.67,2356.30


184.71,6.72,0.75,2356.51


184.73,6.71,0.86,2356.75


184.74,6.69,0.62,2356.93


184.76,6.69,0.65,2357.11


184.78,6.70,0.73,2357.32


184.79,6.70,0.78,2357.54


184.81,6.70,0.70,2357.73


184.83,6.70,0.67,2357.92


184.85,6.71,0.73,2358.13


184.86,6.70,0.89,2358.38


184.88,6.72,0.83,2358.61


184.90,6.68,0.75,2358.83


184.91,6.68,0.78,2359.05


184.93,6.71,0.73,2359.25


184.95,6.70,0.62,2359.43


184.96,6.70,0.70,2359.63


184.98,6.71,0.83,2359.86


185.00,6.70,0.70,2360.06


185.01,6.70,0.73,2360.26


185.03,6.70,0.75,2360.48


185.05,6.69,0.83,2360.71


185.07,6.71,0.78,2360.93


185.08,6.70,0.75,2361.14


185.10,6.69,0.73,2361.35


185.12,6.68,0.78,2361.57


185.13,6.68,0.73,2361.77


185.15,6.70,0.75,2361.99


185.17,6.70,0.67,2362.18


185.18,6.70,0.73,2362.38


185.20,6.68,0.73,2362.59


185.22,6.71,0.62,2362.76


185.23,6.69,0.73,2362.97


185.25,6.70,0.67,2363.16


185.27,6.72,0.54,2363.31


185.29,6.70,0.75,2363.52


185.30,6.69,0.78,2363.74


185.32,6.69,0.78,2363.96


185.34,6.68,0.62,2364.14


185.35,6.70,0.83,2364.37


185.37,6.69,0.86,2364.62


185.39,6.72,0.70,2364.81


185.40,6.68,0.65,2365.00


185.42,6.69,0.78,2365.22


185.44,6.68,0.89,2365.47


185.45,6.68,0.75,2365.68


185.47,6.69,0.78,2365.90


185.49,6.70,0.75,2366.11


185.51,6.69,0.81,2366.34


185.52,6.68,0.67,2366.53


185.54,6.70,0.78,2366.75


185.56,6.69,0.81,2366.98


185.57,6.70,0.75,2367.19


185.59,6.71,0.78,2367.41


185.61,6.68,0.81,2367.64


185.62,6.68,0.89,2367.89


185.64,6.69,0.70,2368.08


185.66,6.70,0.67,2368.27


185.67,6.70,0.86,2368.52


185.69,6.71,0.81,2368.74


185.71,6.69,0.75,2368.96


185.73,6.68,0.70,2369.15


185.74,6.69,0.78,2369.37


185.76,6.70,0.81,2369.60


185.78,6.70,0.78,2369.82


185.79,6.69,0.81,2370.05


185.81,6.70,0.78,2370.27


185.83,6.70,0.83,2370.50


185.84,6.69,0.73,2370.71


185.86,6.68,0.78,2370.93


185.88,6.68,0.73,2371.13


185.89,6.70,0.83,2371.37


185.91,6.71,0.91,2371.63


185.93,6.70,0.78,2371.85


185.95,6.69,0.75,2372.06


185.96,6.71,0.73,2372.26


185.98,6.70,0.83,2372.50


186.00,6.71,0.73,2372.70


186.01,6.69,0.67,2372.89


186.03,6.71,0.65,2373.08


186.05,6.70,0.57,2373.24


186.06,6.69,0.86,2373.48


186.08,6.68,0.86,2373.72


186.10,6.69,0.73,2373.93


186.11,6.70,0.70,2374.12


186.13,6.69,0.65,2374.31


186.15,6.70,0.83,2374.54


186.17,6.70,0.75,2374.75


186.18,6.68,0.78,2374.97


186.20,6.68,0.78,2375.19


186.22,6.69,0.73,2375.40


186.23,6.70,0.75,2375.61


186.25,6.69,0.78,2375.83


186.27,6.69,0.83,2376.07


186.28,6.70,0.86,2376.31


186.30,6.68,0.75,2376.52


186.32,6.69,0.60,2376.69


186.33,6.67,0.75,2376.90


186.35,6.68,0.62,2377.08


186.37,6.71,0.91,2377.34


186.39,6.69,0.81,2377.56


186.40,6.68,0.81,2377.79


186.42,6.68,0.67,2377.98


186.44,6.70,0.67,2378.17


186.45,6.69,0.60,2378.34


186.47,6.71,0.70,2378.54


186.49,6.68,0.73,2378.74


186.50,6.70,0.78,2378.96


186.52,6.68,0.70,2379.16


186.54,6.69,0.62,2379.33


186.55,6.69,0.67,2379.52


186.57,6.67,0.57,2379.69


186.59,6.69,0.81,2379.91


186.61,6.69,0.81,2380.14


186.62,6.68,0.73,2380.34


186.64,6.69,0.67,2380.54


186.66,6.72,0.81,2380.76


186.67,6.67,0.73,2380.97


186.69,6.70,0.94,2381.23


186.71,6.68,0.75,2381.45


186.72,6.67,0.65,2381.63


186.74,6.68,0.67,2381.82


186.76,6.68,0.78,2382.04


186.77,6.67,0.81,2382.27


186.79,6.70,0.81,2382.49


186.81,6.70,0.75,2382.71


186.83,6.70,0.62,2382.88


186.84,6.68,0.52,2383.03


186.86,6.68,0.60,2383.19


186.88,6.68,0.99,2383.47


186.89,6.68,0.75,2383.69


186.91,6.69,0.65,2383.87


186.93,6.68,0.78,2384.09


186.94,6.69,0.75,2384.30


186.96,6.68,0.65,2384.48


186.98,6.68,0.99,2384.76


186.99,6.68,0.54,2384.92


187.01,6.68,0.86,2385.16


187.03,6.68,0.89,2385.41


187.05,6.68,0.83,2385.64


187.06,6.69,0.73,2385.85


187.08,6.68,0.60,2386.02


187.10,6.68,0.70,2386.22


187.11,6.69,0.70,2386.41


187.13,6.68,0.57,2386.57


187.15,6.68,0.75,2386.79


187.16,6.68,0.62,2386.96


187.18,6.69,0.67,2387.15


187.20,6.69,0.60,2387.32


187.21,6.68,0.57,2387.48


187.23,6.68,0.70,2387.68


187.25,6.68,0.86,2387.92


187.27,6.67,0.44,2388.04


187.28,6.69,0.75,2388.26


187.30,6.69,0.73,2388.46


187.32,6.69,0.75,2388.67


187.33,6.66,0.67,2388.86


187.35,6.69,0.62,2389.04


187.37,6.68,0.67,2389.23


187.38,6.70,0.81,2389.46


187.40,6.70,0.78,2389.68


187.42,6.67,0.70,2389.87


187.43,6.69,0.83,2390.11


187.45,6.70,0.83,2390.34


187.47,6.69,0.81,2390.57


187.49,6.68,0.86,2390.81


187.50,6.69,0.81,2391.04


187.52,6.67,0.73,2391.25


187.54,6.69,0.86,2391.49


187.55,6.67,0.73,2391.69


187.57,6.64,0.67,2391.88


187.59,6.68,0.67,2392.07


187.60,6.69,0.83,2392.31


187.62,6.69,0.78,2392.53


187.64,6.67,0.73,2392.74


187.65,6.68,0.83,2392.97


187.67,6.69,0.73,2393.18


187.69,6.69,0.75,2393.39


187.71,6.68,0.86,2393.63


187.72,6.70,0.78,2393.85


187.74,6.67,0.73,2394.06


187.76,6.69,0.91,2394.31


187.77,6.68,0.75,2394.53


187.79,6.67,0.70,2394.72


187.81,6.69,0.86,2394.96


187.82,6.68,0.73,2395.17


187.84,6.69,0.70,2395.37


187.86,6.68,0.70,2395.57


187.87,6.67,0.73,2395.77


187.89,6.67,0.73,2395.98


187.91,6.68,0.60,2396.14


187.93,6.66,0.81,2396.37


187.94,6.68,0.70,2396.57


187.96,6.69,0.65,2396.75


