Tiempo_min,Voltaje_V,Corriente_A,mAh_Consumidos
187.98,6.67,0.81,2396.98


187.99,6.67,0.78,2397.20


188.01,6.68,0.62,2397.37


188.03,6.66,0.60,2397.54


188.04,6.68,0.62,2397.72


188.06,6.68,0.67,2397.91


188.08,6.66,0.91,2398.16


188.09,6.68,0.54,2398.32


188.11,6.67,0.94,2398.58


188.13,6.68,0.78,2398.80


188.15,6.69,0.60,2398.97


188.16,6.68,0.65,2399.15


188.18,6.70,0.67,2399.34


188.20,6.66,0.81,2399.57


188.21,6.70,0.86,2399.81


188.23,6.68,0.73,2400.02


188.25,6.68,0.78,2400.24


188.26,6.68,0.86,2400.48


188.28,6.68,0.89,2400.73


188.30,6.65,0.75,2400.94


188.32,6.67,0.89,2401.19


188.33,6.69,0.78,2401.41


188.35,6.65,0.70,2401.61


188.37,6.68,0.73,2401.82


188.38,6.67,0.65,2402.00


188.40,6.68,0.75,2402.21


188.42,6.66,0.70,2402.41


188.43,6.66,0.57,2402.57


188.45,6.67,0.75,2402.78


188.47,6.69,0.81,2403.01


188.48,6.68,0.75,2403.22


188.50,6.68,0.81,2403.45


188.52,6.67,0.60,2403.62


188.54,6.66,0.70,2403.81


188.55,6.68,0.86,2404.06


188.57,6.66,0.70,2404.25


188.59,6.66,0.81,2404.48


188.60,6.68,0.81,2404.71


188.62,6.69,0.73,2404.91


188.64,6.67,0.78,2405.13


188.65,6.65,0.65,2405.32


188.67,6.66,0.73,2405.52


188.69,6.66,0.78,2405.74


188.70,6.66,0.89,2405.99


188.72,6.68,0.83,2406.23


188.74,6.70,0.75,2406.44


188.76,6.68,0.78,2406.66


188.77,6.69,0.78,2406.88


188.79,6.66,0.94,2407.15


188.81,6.64,0.83,2407.38


188.82,6.67,0.78,2407.60


188.84,6.68,0.86,2407.84


188.86,6.68,0.70,2408.04


188.87,6.67,0.81,2408.27


188.89,6.66,0.70,2408.46


188.91,6.64,0.83,2408.70


188.92,6.66,0.78,2408.92


188.94,6.67,0.62,2409.09


188.96,6.66,0.81,2409.32


188.98,6.66,0.78,2409.54


188.99,6.66,0.73,2409.75


189.01,6.67,0.78,2409.97


189.03,6.68,0.75,2410.18


189.04,6.67,0.57,2410.34


189.06,6.65,0.60,2410.51


189.08,6.67,0.75,2410.72


189.09,6.69,0.75,2410.93


189.11,6.67,0.81,2411.16


189.13,6.68,0.81,2411.39


189.14,6.70,0.81,2411.62


189.16,6.66,0.70,2411.81


189.18,6.66,0.83,2412.05


189.20,6.66,0.75,2412.26


189.21,6.66,0.65,2412.44


189.23,6.69,0.67,2412.63


189.25,6.66,0.67,2412.82


189.26,6.66,0.75,2413.04


189.28,6.65,0.75,2413.25


189.30,6.68,0.70,2413.45


189.31,6.66,0.70,2413.65


189.33,6.66,0.65,2413.83


189.35,6.66,0.70,2414.03


189.36,6.68,0.94,2414.29


189.38,6.67,0.67,2414.48


189.40,6.66,0.86,2414.72


189.42,6.67,0.75,2414.94


189.43,6.65,0.73,2415.14


189.45,6.68,0.75,2415.35


189.47,6.66,0.65,2415.54


189.48,6.66,0.62,2415.71


189.50,6.65,0.75,2415.92


189.52,6.66,0.81,2416.15


189.53,6.66,0.65,2416.33


189.55,6.68,0.86,2416.58


189.57,6.68,0.86,2416.82


189.58,6.67,0.75,2417.03


189.60,6.66,0.73,2417.24


189.62,6.67,0.75,2417.45


189.64,6.65,0.70,2417.65


189.65,6.65,0.67,2417.84


189.67,6.66,0.83,2418.07


189.69,6.64,0.65,2418.25


189.70,6.66,0.62,2418.43


189.72,6.66,0.75,2418.64


189.74,6.66,0.67,2418.83


189.75,6.66,0.70,2419.03


189.77,6.66,0.91,2419.29


189.79,6.66,0.70,2419.49


189.80,6.68,0.81,2419.71


189.82,6.66,0.70,2419.91


189.84,6.66,0.89,2420.16


189.86,6.66,0.78,2420.38


189.87,6.66,0.78,2420.60


189.89,6.67,0.70,2420.80


189.91,6.66,0.83,2421.03


189.92,6.68,0.73,2421.24


189.94,6.66,0.62,2421.41


189.96,6.66,0.73,2421.62


189.97,6.67,0.81,2421.85


189.99,6.66,0.81,2422.07


190.01,6.67,0.81,2422.30


190.02,6.66,0.62,2422.48


190.04,6.66,0.81,2422.70


190.06,6.68,0.81,2422.93


190.08,6.66,0.81,2423.16


190.09,6.68,0.78,2423.38


190.11,6.65,0.70,2423.58


190.13,6.68,0.78,2423.80


190.14,6.66,0.83,2424.03


190.16,6.68,0.73,2424.24


190.18,6.66,0.60,2424.40


190.19,6.65,0.73,2424.61


190.21,6.68,0.70,2424.81


190.23,6.66,0.78,2425.03


190.24,6.68,0.70,2425.22


190.26,6.66,0.81,2425.45


190.28,6.66,0.75,2425.66


190.30,6.65,0.75,2425.88


190.31,6.67,0.70,2426.07


190.33,6.66,0.70,2426.27


190.35,6.67,0.65,2426.45


190.36,6.67,0.75,2426.67


190.38,6.65,0.75,2426.88


190.40,6.66,0.70,2427.08


190.41,6.66,0.73,2427.28


190.43,6.65,0.78,2427.50


190.45,6.68,0.83,2427.74


190.46,6.68,0.75,2427.95


190.48,6.65,0.73,2428.16


190.50,6.66,0.70,2428.35


190.52,6.65,0.91,2428.61


190.53,6.68,0.89,2428.86


190.55,6.64,0.89,2429.11


190.57,6.67,0.78,2429.33


190.58,6.68,0.81,2429.56


190.60,6.66,0.78,2429.78


190.62,6.65,0.78,2430.00


190.63,6.68,0.78,2430.22


190.65,6.69,0.81,2430.45


190.67,6.66,0.67,2430.64


190.68,6.67,0.54,2430.79


190.70,6.67,0.65,2430.97


190.72,6.65,0.67,2431.16


190.74,6.66,0.70,2431.36


190.75,6.65,0.75,2431.57


190.77,6.68,0.70,2431.77


190.79,6.66,0.78,2431.99


190.80,6.67,0.86,2432.23


190.82,6.66,0.78,2432.45


190.84,6.66,0.75,2432.66


190.85,6.66,0.78,2432.88


190.87,6.66,0.62,2433.06


190.89,6.66,0.75,2433.27


190.90,6.66,0.73,2433.48


190.92,6.68,0.89,2433.73


190.94,6.66,0.75,2433.94


190.96,6.64,0.75,2434.15


190.97,6.65,0.62,2434.33


190.99,6.65,0.67,2434.52


191.01,6.64,0.81,2434.74


191.02,6.67,0.81,2434.97


191.04,6.66,0.78,2435.19


191.06,6.67,0.75,2435.40


191.07,6.66,0.83,2435.64


191.09,6.65,0.91,2435.90


191.11,6.66,0.83,2436.13


191.12,6.66,0.83,2436.37


191.14,6.64,0.89,2436.62


191.16,6.66,0.81,2436.84


191.18,6.65,0.73,2437.05


191.19,6.64,0.75,2437.26


191.21,6.68,0.65,2437.44


191.23,6.64,0.86,2437.69


191.24,6.65,0.91,2437.94


191.26,6.68,0.67,2438.13


191.28,6.66,0.89,2438.38


191.29,6.65,0.91,2438.64


191.31,6.67,0.75,2438.85


191.33,6.64,0.94,2439.12


191.34,6.66,0.81,2439.35


191.36,6.65,0.73,2439.55


191.38,6.66,0.65,2439.73


191.40,6.65,0.89,2439.98


191.41,6.65,0.70,2440.18


191.43,6.66,0.65,2440.36


191.45,6.67,0.67,2440.55


191.46,6.65,0.81,2440.78


191.48,6.65,0.60,2440.95


191.50,6.64,0.57,2441.11


191.51,6.65,0.75,2441.32


191.53,6.65,0.65,2441.51


191.55,6.66,0.70,2441.70


191.56,6.66,0.91,2441.96


191.58,6.65,0.65,2442.14


191.60,6.67,0.81,2442.37


191.62,6.66,0.67,2442.56


191.63,6.67,0.75,2442.77


191.65,6.64,0.70,2442.97


191.67,6.66,0.81,2443.20


191.68,6.64,0.70,2443.40


191.70,6.65,0.86,2443.64


191.72,6.64,0.60,2443.81


191.73,6.65,0.78,2444.03


191.75,6.66,0.86,2444.27


191.77,6.64,0.67,2444.46


191.78,6.65,0.73,2444.66


191.80,6.66,0.73,2444.87


191.82,6.65,0.73,2445.07


191.84,6.64,0.67,2445.26


191.85,6.65,0.73,2445.47


191.87,6.66,0.73,2445.68


191.89,6.64,0.81,2445.90


191.90,6.67,0.73,2446.11


191.92,6.66,0.83,2446.34


191.94,6.66,0.89,2446.59


191.95,6.66,0.78,2446.81


191.97,6.64,0.75,2447.03


191.99,6.65,0.60,2447.19


192.00,6.67,0.73,2447.40


192.02,6.64,0.65,2447.58


192.04,6.68,0.65,2447.76


192.06,6.65,0.91,2448.02


192.07,6.64,0.73,2448.23


192.09,6.64,0.75,2448.44


192.11,6.65,0.70,2448.64


192.12,6.64,0.73,2448.84


192.14,6.65,0.73,2449.05


192.16,6.67,0.73,2449.25


192.17,6.65,0.83,2449.49


192.19,6.67,0.67,2449.68


192.21,6.63,0.81,2449.91


192.22,6.67,0.75,2450.12


192.24,6.62,0.83,2450.35


192.26,6.65,0.83,2450.59


192.28,6.65,0.96,2450.86


192.29,6.67,0.89,2451.11


192.31,6.65,0.73,2451.32


192.33,6.68,0.94,2451.58


192.34,6.63,0.60,2451.75


192.36,6.65,0.67,2451.94


192.38,6.64,0.70,2452.14


192.39,6.65,0.70,2452.33


192.41,6.64,0.81,2452.56


192.43,6.64,0.70,2452.76


192.44,6.67,0.75,2452.97


192.46,6.66,0.83,2453.21


192.48,6.64,0.62,2453.38


192.50,6.63,0.70,2453.58


192.51,6.67,0.91,2453.84


192.53,6.64,0.73,2454.04


192.55,6.65,0.62,2454.22


192.56,6.64,0.75,2454.43


192.58,6.64,0.62,2454.60


192.60,6.65,0.75,2454.82


192.61,6.64,0.75,2455.03


192.63,6.66,0.65,2455.21


192.65,6.66,0.75,2455.43


192.66,6.66,0.89,2455.68


192.68,6.64,0.70,2455.87


192.70,6.64,0.67,2456.06


192.72,6.64,0.75,2456.28


192.73,6.66,0.89,2456.53


192.75,6.66,0.81,2456.75


192.77,6.65,0.75,2456.97


192.78,6.65,0.73,2457.17


192.80,6.65,0.65,2457.35


192.82,6.65,0.62,2457.53


192.83,6.66,0.67,2457.72


192.85,6.64,0.62,2457.89


192.87,6.65,0.67,2458.08


192.88,6.64,0.78,2458.30


192.90,6.63,0.78,2458.52


192.92,6.65,0.83,2458.76


192.94,6.65,0.81,2458.99


192.95,6.66,0.78,2459.21


192.97,6.64,0.78,2459.43


192.99,6.65,0.83,2459.66


193.00,6.65,0.78,2459.88


193.02,6.65,0.83,2460.12


193.04,6.64,0.62,2460.29


193.05,6.64,0.81,2460.52


193.07,6.64,0.83,2460.75


193.09,6.66,0.86,2461.00


193.10,6.65,0.62,2461.17


193.12,6.65,0.78,2461.39


193.14,6.65,0.67,2461.58


193.16,6.63,0.67,2461.77


193.17,6.66,0.67,2461.96


193.19,6.66,0.78,2462.18


193.21,6.64,0.91,2462.44


193.22,6.64,0.57,2462.60


193.24,6.66,0.81,2462.83


193.26,6.65,0.75,2463.04


193.27,6.64,0.81,2463.27


193.29,6.65,0.81,2463.50


193.31,6.62,0.62,2463.67


193.32,6.64,0.73,2463.88


193.34,6.66,0.86,2464.12


193.36,6.64,0.75,2464.33


193.38,6.65,0.78,2464.55


193.39,6.66,0.83,2464.79


193.41,6.62,0.73,2464.99


193.43,6.64,0.65,2465.17


193.44,6.66,0.73,2465.38


193.46,6.65,0.81,2465.61


193.48,6.66,0.65,2465.79


193.49,6.65,0.73,2465.99


193.51,6.64,0.78,2466.21


193.53,6.66,0.70,2466.41


193.54,6.63,0.67,2466.60


193.56,6.64,0.70,2466.80


193.58,6.64,0.89,2467.05


193.60,6.65,0.60,2467.22


193.61,6.62,0.60,2467.39


193.63,6.65,0.81,2467.61


193.65,6.66,0.75,2467.83


193.66,6.66,0.57,2467.99


193.68,6.62,0.57,2468.15


193.70,6.63,0.78,2468.37


193.71,6.66,0.67,2468.56


193.73,6.66,0.89,2468.81


193.75,6.66,0.52,2468.95


193.76,6.66,0.83,2469.19


193.78,6.63,0.67,2469.38


193.80,6.64,0.83,2469.61


193.82,6.64,0.62,2469.79


193.83,6.62,0.75,2470.00


193.85,6.65,0.83,2470.24


193.87,6.65,0.75,2470.45


193.88,6.64,0.83,2470.68


193.90,6.63,0.81,2470.91


193.92,6.62,0.83,2471.14


193.93,6.66,0.73,2471.35


193.95,6.64,0.67,2471.54


193.97,6.65,0.81,2471.77


193.98,6.65,0.67,2471.96


194.00,6.64,0.86,2472.20


194.02,6.64,0.70,2472.40


194.04,6.64,0.73,2472.60


194.05,6.63,0.75,2472.82


194.07,6.65,0.65,2473.00


194.09,6.63,0.75,2473.21


194.10,6.65,0.91,2473.47


194.12,6.63,0.75,2473.68


194.14,6.62,0.86,2473.92


194.15,6.63,0.75,2474.14


194.17,6.62,0.81,2474.36


194.19,6.64,0.83,2474.60


194.20,6.62,0.70,2474.80


194.22,6.64,0.73,2475.00


194.24,6.62,0.70,2475.20


194.26,6.64,0.78,2475.42


194.27,6.66,0.70,2475.62


194.29,6.64,0.86,2475.86


194.31,6.64,0.94,2476.12


194.32,6.64,0.70,2476.32


194.34,6.65,0.62,2476.50


194.36,6.64,0.78,2476.72


194.37,6.64,0.86,2476.96


194.39,6.63,0.78,2477.18


194.41,6.66,0.70,2477.38


194.42,6.63,0.86,2477.62


194.44,6.63,0.75,2477.83


194.46,6.64,0.60,2478.00


194.48,6.64,0.78,2478.22


194.49,6.63,0.78,2478.44


194.51,6.64,0.67,2478.63


194.53,6.65,0.78,2478.85


194.54,6.65,0.78,2479.07


194.56,6.62,0.78,2479.29


194.58,6.64,0.83,2479.52


194.59,6.64,0.62,2479.70


194.61,6.64,0.75,2479.91


194.63,6.63,0.67,2480.10


194.64,6.63,0.60,2480.27


194.66,6.63,0.57,2480.43


194.68,6.65,0.70,2480.63


194.70,6.64,0.70,2480.83


194.71,6.64,0.78,2481.05


194.73,6.62,0.70,2481.24


194.75,6.64,0.65,2481.43


194.76,6.62,0.62,2481.60


194.78,6.64,0.83,2481.84


194.80,6.64,0.89,2482.09


194.81,6.62,0.60,2482.25


194.83,6.63,0.73,2482.46


194.85,6.66,0.86,2482.70


194.86,6.64,0.67,2482.89


194.88,6.62,0.67,2483.08


194.90,6.63,0.70,2483.28


194.92,6.63,0.65,2483.46


194.93,6.63,0.73,2483.67


194.95,6.61,0.73,2483.87


194.97,6.65,0.99,2484.15


194.98,6.62,0.67,2484.34


195.00,6.62,0.62,2484.52


195.02,6.65,0.81,2484.75


195.03,6.63,0.83,2484.98


195.05,6.61,0.67,2485.17


195.07,6.63,0.75,2485.38


195.08,6.64,0.89,2485.63


195.10,6.65,0.91,2485.89


195.12,6.64,0.83,2486.13


195.14,6.64,0.81,2486.35


195.15,6.64,0.78,2486.57


195.17,6.66,0.73,2486.78


195.19,6.63,0.67,2486.97


195.20,6.62,0.65,2487.15


195.22,6.64,0.65,2487.33


195.24,6.63,0.67,2487.52


195.25,6.62,0.75,2487.74


195.27,6.65,0.81,2487.96


195.29,6.65,0.75,2488.18


195.30,6.64,0.73,2488.38


195.32,6.65,0.86,2488.62


195.34,6.63,0.81,2488.85


195.36,6.63,0.83,2489.09


195.37,6.64,0.86,2489.33


195.39,6.63,0.83,2489.56


195.41,6.62,0.75,2489.78


195.42,6.64,0.73,2489.98


195.44,6.64,0.73,2490.19


195.46,6.62,0.78,2490.41


195.47,6.65,0.73,2490.61


195.49,6.65,0.65,2490.79


195.51,6.63,0.73,2491.00


195.53,6.62,0.89,2491.25


195.54,6.63,0.86,2491.49


195.56,6.63,0.81,2491.72


195.58,6.62,0.75,2491.93


195.59,6.64,0.78,2492.15


195.61,6.64,0.78,2492.37


195.63,6.65,0.73,2492.58


195.64,6.63,0.75,2492.79


195.66,6.63,0.73,2493.00


195.68,6.62,0.73,2493.20


195.69,6.62,0.70,2493.40


195.71,6.62,0.65,2493.58


195.73,6.64,0.75,2493.79


195.75,6.63,0.83,2494.03


195.76,6.65,0.67,2494.22


195.78,6.63,0.81,2494.45


195.80,6.64,0.78,2494.67


195.81,6.62,0.67,2494.86


195.83,6.61,0.73,2495.06


195.85,6.60,0.81,2495.29


195.86,6.64,0.75,2495.50


195.88,6.63,0.81,2495.73


195.90,6.63,0.57,2495.89


195.91,6.62,0.75,2496.10


195.93,6.64,0.86,2496.35


195.95,6.61,0.70,2496.54


195.97,6.63,0.62,2496.72


195.98,6.62,0.75,2496.93


196.00,6.63,0.67,2497.12


196.02,6.62,0.78,2497.34


196.03,6.64,0.73,2497.55


196.05,6.64,0.70,2497.74


196.07,6.62,0.73,2497.95


196.08,6.64,0.78,2498.17


196.10,6.62,0.81,2498.40


196.12,6.63,0.70,2498.59


196.13,6.61,0.83,2498.83


196.15,6.64,0.75,2499.04


196.17,6.63,0.91,2499.30


196.19,6.62,0.73,2499.50


196.20,6.61,0.75,2499.72


196.22,6.62,0.70,2499.91


196.24,6.63,0.89,2500.16


196.25,6.64,0.70,2500.36


196.27,6.64,0.73,2500.57


196.29,6.63,0.62,2500.74


196.30,6.62,0.65,2500.92


196.32,6.61,0.81,2501.15


196.34,6.62,1.04,2501.45


196.35,6.62,0.75,2501.66


196.37,6.63,0.81,2501.89


196.39,6.64,0.78,2502.11


196.41,6.61,0.70,2502.30


196.42,6.62,0.75,2502.52


196.44,6.60,0.67,2502.71


196.46,6.61,0.86,2502.95


196.47,6.62,0.96,2503.22


196.49,6.61,0.73,2503.43


196.51,6.62,0.65,2503.61


196.52,6.62,0.81,2503.84


196.54,6.63,0.75,2504.05


196.56,6.62,0.78,2504.27


196.57,6.61,0.78,2504.49


196.59,6.64,0.86,2504.73


196.61,6.62,0.65,2504.91


196.63,6.61,0.70,2505.11


196.64,6.62,0.78,2505.33


196.66,6.63,0.78,2505.55


196.68,6.62,0.81,2505.78


196.69,6.61,0.83,2506.01


196.71,6.61,0.70,2506.21


196.73,6.63,0.67,2506.40


196.74,6.63,0.70,2506.60


196.76,6.63,0.67,2506.79


196.78,6.66,0.75,2507.00


196.79,6.63,0.81,2507.23


196.81,6.61,0.89,2507.48


196.83,6.63,0.73,2507.69


196.85,6.62,0.73,2507.89


196.86,6.60,0.62,2508.07


196.88,6.62,0.81,2508.29


196.90,6.61,0.70,2508.49


196.91,6.60,0.75,2508.70


196.93,6.62,0.70,2508.90


196.95,6.61,0.81,2509.13


196.96,6.63,0.67,2509.32


196.98,6.61,0.75,2509.53


197.00,6.62,0.78,2509.75


197.01,6.62,0.65,2509.93


197.03,6.62,0.78,2510.15


197.05,6.62,0.67,2510.34


197.07,6.62,0.86,2510.59


197.08,6.60,0.70,2510.78


197.10,6.63,0.60,2510.95


197.12,6.64,0.60,2511.12


197.13,6.62,0.83,2511.35


197.15,6.64,0.73,2511.56


197.17,6.63,0.75,2511.77


197.18,6.60,0.91,2512.03


197.20,6.64,0.75,2512.24


197.22,6.61,0.60,2512.41


197.23,6.60,0.65,2512.59


197.25,6.64,0.81,2512.82


197.27,6.62,0.81,2513.05


197.29,6.60,0.83,2513.28


197.30,6.62,0.81,2513.51


197.32,6.60,0.78,2513.73


197.34,6.63,0.75,2513.94


197.35,6.64,0.70,2514.14


197.37,6.62,1.26,2514.49


197.39,6.62,0.75,2514.71


197.40,6.60,0.73,2514.91


197.42,6.62,0.89,2515.16


197.44,6.61,0.75,2515.37


197.45,6.61,0.78,2515.59


197.47,6.60,0.57,2515.76


197.49,6.64,0.78,2515.98


197.51,6.62,0.86,2516.22


197.52,6.62,0.67,2516.41


197.54,6.64,0.83,2516.64


197.56,6.62,0.78,2516.86


197.57,6.62,0.81,2517.09


197.59,6.62,0.86,2517.33


197.61,6.61,0.67,2517.52


197.62,6.61,0.86,2517.77


197.64,6.62,0.75,2517.98


197.66,6.60,0.78,2518.20


197.67,6.64,0.75,2518.41


197.69,6.62,0.81,2518.64


197.71,6.63,0.78,2518.86


197.73,6.60,0.70,2519.06


197.74,6.63,0.75,2519.27


197.76,6.61,0.78,2519.49


197.78,6.61,0.70,2519.69


197.79,6.62,0.99,2519.97


197.81,6.60,0.67,2520.16


197.83,6.60,0.75,2520.37


197.84,6.62,0.67,2520.56


197.86,6.62,0.62,2520.73


197.88,6.60,0.78,2520.95


197.89,6.60,0.75,2521.17


197.91,6.62,0.78,2521.39


197.93,6.63,0.81,2521.61


197.95,6.61,0.67,2521.81


197.96,6.64,0.52,2521.95


197.98,6.62,0.73,2522.16


198.00,6.62,0.60,2522.32


198.01,6.59,0.73,2522.53


198.03,6.61,0.67,2522.72


198.05,6.62,0.73,2522.93


198.06,6.62,0.60,2523.09


198.08,6.61,0.60,2523.26


198.10,6.60,0.65,2523.44


198.11,6.62,0.65,2523.63


198.13,6.61,0.78,2523.85


198.15,6.62,0.81,2524.07


198.17,6.61,0.75,2524.29


198.18,6.61,0.54,2524.44


198.20,6.61,0.70,2524.64


198.22,6.64,0.62,2524.81


198.23,6.62,0.67,2525.00


198.25,6.62,0.67,2525.19


198.27,6.61,0.78,2525.41


198.28,6.62,0.70,2525.61


198.30,6.62,0.70,2525.81


198.32,6.60,0.83,2526.04


198.33,6.61,0.75,2526.26


198.35,6.62,0.70,2526.45


198.37,6.62,0.62,2526.63


198.39,6.63,0.73,2526.83


198.40,6.61,0.73,2527.04


198.42,6.62,0.75,2527.25


198.44,6.62,0.86,2527.49


198.45,6.62,0.81,2527.72


198.47,6.61,0.70,2527.92


198.49,6.62,0.65,2528.10


198.50,6.62,0.75,2528.31


198.52,6.61,0.81,2528.54


198.54,6.61,0.81,2528.77


198.55,6.62,0.81,2529.00


198.57,6.60,0.78,2529.22


198.59,6.62,0.67,2529.41


198.61,6.62,0.81,2529.63


198.62,6.62,0.60,2529.80


198.64,6.60,0.73,2530.01


198.66,6.62,0.70,2530.21


198.67,6.59,0.78,2530.43


198.69,6.60,0.73,2530.63


198.71,6.61,0.78,2530.85


198.72,6.62,0.83,2531.09


198.74,6.60,0.78,2531.31


198.76,6.62,0.54,2531.46


198.77,6.60,0.75,2531.67


198.79,6.62,0.70,2531.87


198.81,6.59,0.75,2532.08


198.83,6.61,0.75,2532.29


198.84,6.63,0.81,2532.52


198.86,6.62,0.75,2532.73


198.88,6.62,0.70,2532.93


198.89,6.60,0.75,2533.14


198.91,6.59,0.94,2533.41


198.93,6.60,0.78,2533.63


198.94,6.60,0.73,2533.83


198.96,6.62,0.67,2534.02


198.98,6.62,0.78,2534.24


198.99,6.60,0.67,2534.43


199.01,6.60,0.73,2534.64


199.03,6.61,0.78,2534.86


199.05,6.61,0.75,2535.07


199.06,6.61,0.83,2535.31


199.08,6.62,0.91,2535.56


199.10,6.60,0.83,2535.80


199.11,6.60,0.75,2536.01


199.13,6.64,0.86,2536.25


199.15,6.64,0.73,2536.46


199.16,6.62,0.78,2536.68


199.18,6.60,0.73,2536.88


199.20,6.62,0.73,2537.09


199.21,6.60,0.70,2537.29


199.23,6.62,0.65,2537.47


199.25,6.62,0.83,2537.70


199.27,6.59,0.54,2537.86


199.28,6.60,0.83,2538.09


199.30,6.60,0.83,2538.33


199.32,6.61,0.81,2538.55


199.33,6.61,0.65,2538.74


199.35,6.60,0.78,2538.96


199.37,6.60,0.83,2539.19


199.38,6.60,0.78,2539.41


199.40,6.60,0.73,2539.62


199.42,6.62,0.86,2539.86


199.43,6.61,0.67,2540.05


199.45,6.59,0.62,2540.23


199.47,6.62,0.75,2540.44


199.49,6.58,0.67,2540.63


199.50,6.60,0.65,2540.81


199.52,6.60,0.78,2541.03


199.54,6.62,0.75,2541.24


199.55,6.60,0.75,2541.46


199.57,6.58,0.65,2541.64


199.59,6.62,0.81,2541.87


199.60,6.59,0.73,2542.07


199.62,6.60,0.81,2542.30


199.64,6.60,0.75,2542.51


199.65,6.58,0.67,2542.70


199.67,6.61,0.75,2542.92


199.69,6.60,0.83,2543.15


199.71,6.60,0.70,2543.35


199.72,6.60,0.75,2543.56


199.74,6.61,0.70,2543.76


199.76,6.59,0.81,2543.99


199.77,6.60,0.75,2544.20


199.79,6.61,0.67,2544.39


199.81,6.59,0.65,2544.57


199.82,6.61,0.75,2544.78


199.84,6.60,0.73,2544.99


199.86,6.62,0.81,2545.22


199.87,6.60,0.62,2545.39


199.89,6.60,0.83,2545.63


199.91,6.60,0.73,2545.83


199.93,6.62,0.96,2546.10


199.94,6.60,0.99,2546.38


199.96,6.62,0.78,2546.60


199.98,6.60,0.75,2546.82


199.99,6.60,0.78,2547.04


200.01,6.60,0.65,2547.22


200.03,6.60,0.78,2547.44


200.04,6.60,0.67,2547.63


200.06,6.61,0.86,2547.87


200.08,6.61,0.67,2548.06


200.09,6.62,0.99,2548.34


200.11,6.61,0.73,2548.55


200.13,6.59,0.89,2548.80


200.15,6.60,0.67,2548.99


200.16,6.60,0.67,2549.18


200.18,6.61,0.70,2549.38


200.20,6.60,0.94,2549.64


200.21,6.61,0.75,2549.85


200.23,6.59,0.54,2550.01


200.25,6.61,0.86,2550.25


200.26,6.59,0.62,2550.42


200.28,6.61,0.73,2550.63


200.30,6.60,0.75,2550.84


200.31,6.61,0.83,2551.08


200.33,6.62,0.78,2551.30


200.35,6.61,0.78,2551.52


200.37,6.60,0.70,2551.71


200.38,6.61,0.75,2551.93


200.40,6.61,0.75,2552.14


